,Virginia,California,Florida,New York,New Jersey,Texas,Michigan,Massachusetts,Arizona,Washington,Colorado,Illinois,the District of Columbia,Nevada,Hawaii,New Hampshire,Utah,Georgia,Montana,Minnesota,Louisiana,Maryland,Pennsylvania,South Carolina,North Carolina,Vermont,Tennessee,Oregon,New Mexico,Rhode Island,Alaska,Maine,Alabama,Wisconsin,Arkansas,Mississippi,Indiana,West Virginia,Idaho,North Dakota,Connecticut,Kentucky,Missouri,Kansas,Delaware,Wyoming,Oklahoma,South Dakota,Nebraska,Iowa,Ohio
2011-05-01,216962.93594528176,296396.4425270386,134223.90886437474,262572.2597534769,291018.0913904806,135939.29205693863,97108.61620771275,303582.5633237884,139908.61904611636,243476.40688658366,216883.96064283224,155206.94685687852,365587.3192050443,137718.54794756285,426891.0339601957,214466.09313855227,192261.92958994638,125444.5907667019,186462.32471786506,165171.08805897445,154165.69863568756,250350.68818641108,158426.2448319013,141199.09647082214,153933.60642593922,215504.75637827604,135775.71440738137,209466.62402463923,167892.53543295545,226934.61046814636,245725.55920525792,182675.62374216024,121972.10020741838,155959.5239077212,116087.02066720075,112823.94829893777,114125.67616892938,101464.2880982744,146708.55107093928,167543.83323602632,249210.99811188492,106636.4368143876,125583.81510669384,118296.84440572631,229997.41175433586,202197.99176881756,110132.94840759638,148951.8817076131,128375.77508636583,120249.39519580985,114818.32847721374
2011-06-01,216408.41407407066,294459.76340175624,133088.42360442973,261808.0998655242,288930.3338977143,135575.23112339023,96585.29673297523,302785.21107643616,138229.5789131424,240877.5669523525,216045.76202579276,154123.00355741964,365469.77904417855,136115.03615289318,424486.0668504485,213555.72008701393,191245.6233161313,123983.18755077333,186256.36933147977,163839.14647364817,153957.29823202867,249244.49404269436,157685.5140293416,140504.50460494406,153283.1847613083,215291.31669928445,135419.04853900327,208135.54161295862,166721.5131606092,225480.89297066742,245497.20960762165,182460.3889186041,121690.80583559842,155111.93056664232,115829.0263126644,112654.64254722784,113880.63787897542,101464.30266982738,145760.2966790898,167184.8522917182,248207.7999035963,106379.82491161088,124947.88430049161,118121.99764844711,228427.49280965226,201598.26662103183,109856.15525864175,148920.47529637415,128173.11636674833,119997.08863824773,114317.99532250442
2011-07-01,215846.9227042155,292773.3233082017,132042.03121957937,261060.51998597573,286702.1331992014,135373.18065554582,96210.90117390576,302004.6754237108,137085.3214871762,238441.7099723639,215238.8891812208,153459.36297837863,365705.8387346074,134941.22840547943,422589.57001621154,212377.387680538,190392.23430398174,122752.36180452019,185929.5342268343,162657.64474216686,153819.20311294243,247991.38462562778,156945.90197349395,139965.29057488887,152712.64527640308,215048.15038341016,135060.55051957018,207067.2308745175,165910.32860079824,223919.84344235857,245520.0155803346,182390.24274637224,121381.85394085378,154260.20674153228,115663.04943366512,112652.74224124166,113747.48152706004,101467.26755439902,145463.06302229283,166726.68364140237,246938.87587863556,106142.3705106715,124432.41036352185,117977.7192633247,227214.6881773638,201099.50379593624,109745.08603548905,148971.02082369084,128180.24591916295,119821.06324057754,113962.32160509122
2011-08-01,215349.85588736366,290933.84493541036,131218.75015953855,260330.44081042847,284705.8973917796,135254.32019567362,96033.41416878607,301192.8336432882,136367.0672297954,236559.0185977153,214744.89428350495,152533.7470756121,365352.002109837,133339.18771298285,420540.88793211564,211428.70852094702,189871.6004989056,121885.71378156003,185831.8823574497,161762.43666417082,153724.55443203147,246656.09478033613,156331.74760072472,139482.6876000862,152133.89184438027,214815.8120405022,134749.43568081036,206084.08852745898,165348.0321946918,222559.8457701912,245607.02106409208,182228.81973169136,121067.34719293052,153606.20648080274,115610.93111641596,112596.47273986619,113783.9979051129,101520.12551237043,145271.97426307728,166580.5567314614,245405.50508333428,105938.20925553424,123909.86136564927,117751.75596447242,226170.73188220873,200881.78058027592,109763.49025205565,149073.58715732876,128238.29832066258,119712.81651371141,113696.01529858618
2011-09-01,214750.8495187063,288738.0760826704,130599.87598361941,259664.05206340214,282960.99392981484,135211.7851692278,95983.31063973816,299933.30454684055,135922.00601884726,234630.37197274677,214469.67866906535,151639.3776045059,365142.9287420307,132339.99494507528,418648.29624744534,210558.25865115607,189146.8584126561,121307.91944294177,185834.50301121967,160967.26172149496,153563.86807035402,245069.45556893645,155891.20143632838,139002.0322842691,151621.97852960313,214557.0703360174,134451.53862771907,205241.5528233985,164971.85246810562,221113.37547712424,245515.44645633418,181881.2650793631,120712.03899477755,153085.06133789645,115608.2158063324,112518.80064005246,113871.00348616044,101535.87434173324,145029.60063953395,166645.29570914863,243538.55065751783,105739.62261531776,123470.95305803932,117406.44559186778,224879.929335044,201003.08965756043,109877.08146054744,149051.41084242458,128203.62419998896,119673.21643460123,113418.62836525748
2011-10-01,214113.20105167074,286393.7386817283,130245.09209460951,259000.51939689985,281399.49533593166,135097.75208041916,95930.60363767447,298280.58506432275,135740.62002479972,232825.21798378052,214317.0388006787,150147.96594222754,364446.89184350823,131566.46295980806,417535.1598416292,210058.53597357505,188413.32701477583,120866.57183168597,185986.29356463533,160203.78490976492,153460.67340235502,243824.64880193476,155529.6790060808,138509.1581300481,151041.73912366896,214375.30157165686,134113.98712970872,204283.46098868377,164583.33767483235,219659.74059305762,245439.28036811246,181404.4228209931,120344.35356508351,152577.8999027379,115651.4465336995,112263.91727079148,113906.70674651257,101561.79825206182,144872.35095415116,166855.78787869262,241560.26042799617,105526.90917647867,122957.7029836595,116991.32411642717,223307.91905203764,200986.37292459188,109784.04244229528,149084.05347958926,128253.28975651274,119650.69161015529,113085.48532888472
2011-11-01,213568.40324922235,285236.16707667545,130063.73906372266,258278.221310919,279744.30091654055,134884.60647955604,95772.39993375064,296583.46474653186,135577.21565951876,231183.56975997306,214289.61841195627,148928.71009360647,364063.03298207367,131039.54080467443,416115.9081242792,209407.3503179356,187637.98285162615,120495.04645916383,186088.9263171536,159367.17371792198,153319.18110524837,242962.1666131839,155167.91487005653,138048.05899710988,150464.36072862754,214561.81017834553,133794.35261034252,203193.2895844668,164175.37450569202,217857.5938831138,245371.6425776664,180897.7160914318,119878.06848996233,152136.49242620284,115666.74938484609,112064.43782266958,113835.93530757735,101596.20863213138,144771.04045691655,167032.19164156824,239905.4080212358,105421.65922295838,122512.32926240478,116622.60700118118,221956.24059754578,201074.22418460832,109604.28303514035,149176.12356504434,128281.33566000468,119685.34431793344,112733.4389067701
2011-12-01,213302.36298468744,284481.7319850536,129981.0746257985,257667.43025847417,278026.43606266385,134635.64086276467,95572.81526229453,295301.0193262871,136076.37163052123,229835.72707217964,214338.98818500014,147426.2778480045,363229.2015718709,130526.43574513162,415990.611330271,208723.0436222184,187473.695927992,119883.69656448188,186168.69684132512,158505.14893939128,153043.83618376302,242268.37610965047,154815.51845994452,137816.7998635955,149908.29926148112,214779.9862034984,133499.46845819557,202016.78102926386,163778.7726549561,216165.1868686046,245501.70632685616,180351.84675149224,119487.71611683985,151577.06672861168,115635.39065804206,111933.9144815501,113687.38652933626,101619.66614283709,144731.30576323462,167162.81763222453,238374.39571900017,105358.51869369752,122016.70089196031,116336.2210794841,220561.49752517277,201249.72571754057,109373.42887079262,149335.18790639905,128230.5785331583,119751.97953499023,112421.41483983186
2012-01-01,213232.285000806,284092.83302717464,130009.7810978227,257130.0136951684,276646.0749274641,134521.63528000374,95419.90160965368,294258.0188693005,136592.25948975625,228895.3607519104,214611.5605229411,146440.346442988,363307.3441181359,130305.29380774929,416238.22360818455,207921.01584493963,187455.00640521976,119364.94709725665,186287.97823772728,157822.63626942996,152802.2184094252,241474.4764544236,154509.2247723164,137787.42305399422,149477.17031769184,214917.57908872666,133357.7752826206,201193.51472936748,163464.6061717855,215007.67209261595,246140.24240179415,179741.46841617432,119342.3404271746,151179.16842121305,115613.94420475226,111849.49164257971,113436.78619678895,101605.72817760352,144638.0853726598,167345.54135725752,237135.23320254995,105341.29847421548,121653.81597317725,116200.72497570759,219480.13711250282,201872.81809206653,109240.23201616819,149499.74025780146,127944.03635535379,119770.73665172134,112056.68497763207
2012-02-01,213441.07285905164,283527.6432041261,130131.94761595743,256916.65952947715,276101.4906582923,134678.28069311427,95503.42763066012,293469.6164220413,137435.88795085737,228002.33309316155,215001.73086086055,145486.01656306625,363567.07905857934,130180.16835827207,416971.289483676,207473.29239953702,187619.74281363306,118967.14909054704,186454.7491065828,157606.22687091836,152844.88214710215,241043.37360010808,154441.56116815077,138088.92055122924,149292.50035639686,215279.5323336036,133411.8478602836,200890.5338639942,163343.9985102767,214278.3284284724,246822.73386304054,179252.86055745604,119406.3299224747,150905.0163922672,115762.53206907802,111796.44970386593,113400.03931878977,101750.00860310932,144987.24097713918,167728.36719595155,236305.13700231005,105427.06601400221,121483.17155248065,116179.29844970012,218452.61669176453,202636.67223945473,109199.67432970226,149730.85946154586,127650.41951096342,119859.10777891609,111822.1615656062
2012-03-01,214080.1342267308,282892.4143428825,130327.3663683529,257111.17644078573,276657.33149588853,134957.49920797412,95781.49434730907,292913.924499949,138219.08278588892,227066.85002088375,215464.5770172805,144941.71655353718,363855.19569268776,129852.9049222694,416886.207060371,207408.08830166422,188144.88302287876,119086.3649648541,187034.87395324433,157972.8701342166,152999.3643793579,241071.7554066314,154767.68045089158,138498.88781585076,149373.15996738334,216068.26004854543,133750.83003867263,201079.66542430324,163422.12021575173,213924.37552981058,247608.45546288078,178938.49354783315,119741.76214271643,150852.54613184356,115997.71495029631,111654.74002403308,113586.29379496507,101928.38637230877,145705.88164159821,168464.79004086138,236165.88346315213,105736.24721586016,121541.26158532761,116399.60462536539,217556.1181848247,203655.6749034971,109215.54214167628,150295.56744737885,127615.44654067246,120242.8605211315,111821.51497384014
2012-04-01,215063.55050527616,282458.63804088696,130691.58646652532,257517.1146163918,277491.21695552726,135238.3741559283,96330.76372517126,292812.2371638757,139695.54737357836,225986.09733391306,215824.13356509805,144476.60895248866,363845.8290155365,129404.35884703374,415876.8838782217,207793.38614191217,189145.2328677495,119415.25302227268,187770.6353287953,158637.71074950532,153052.25567485558,241834.665299574,155249.57949458854,138959.53729336231,149686.15203867658,217206.09573008152,134218.30445599245,201431.8007103745,163566.6244088097,213689.9087459892,248444.9152395927,179119.25966817047,120254.82611350268,151030.0820700821,116288.48673106352,111589.98825771174,113933.08690612437,101935.15299546199,146823.78777259676,169288.2247500243,236266.56329141805,106242.64059017785,121844.79031058979,116754.22679150362,216269.07637617443,204670.92106079342,109260.06374353578,151120.28967337334,127854.75686077932,120873.63406539218,112027.26078059303
2012-05-01,216143.259808666,282656.01924758917,131163.11415516274,258023.47076887134,278193.6658100832,135551.89068601423,97062.6055404388,293294.5672581659,141808.1997460201,225081.03229364977,216388.36999540738,144151.4944329434,364521.03469550266,129410.06716674559,415240.1282386615,208270.69059376,190521.39973129018,119901.99340709734,188715.34263146156,159466.52833655654,153415.44000709584,242599.59792615275,155709.58830584772,139390.35015265297,150054.54534803677,218130.24087376005,134611.65406540016,201763.30830549574,163765.56317840223,213724.69802451902,249554.24571640717,179470.78098707137,121177.15343160364,151415.22175713265,116680.83369841694,111880.25414330466,114217.47644316456,102258.11227112671,148038.25367284252,170419.1934597078,236147.49746188478,106827.2881400452,122367.10970143434,117278.08364956216,215200.61314050714,205901.63788135094,109448.45054415775,,128191.64902743348,121683.1879309352,112295.8573158479
2012-06-01,217192.67640541753,283773.1381371426,131802.04624740552,258394.6067552514,278220.4102611002,135993.66135689217,97898.4332218977,294244.5482627714,144342.26459968163,224673.1345122036,217376.81717186398,144174.17637977502,366265.9667527406,130516.38881304546,415181.4130987651,208863.48681887184,191998.69670161535,120499.461852247,189765.71800063763,160531.99358970555,154163.87699799438,243402.7235518965,155895.28088951297,139731.51171225242,150345.30075288058,218785.20912094068,134963.34863182736,202253.33881635428,163964.5850858404,213835.75888209743,250998.22735123974,179966.9302795853,122495.43561182647,151858.28509654684,117206.49762658497,112339.96613246789,114486.53551681247,102649.0638903504,149350.79407229682,171963.81431038844,235767.0488571115,107274.7743803746,122940.88187143921,117961.6965486048,214700.86735151018,207173.0837098343,109720.69436173166,154059.8092618672,128591.35327113686,122226.91511093912,112457.77565961971
2012-07-01,218112.58691618824,285393.1626567458,132442.93086236148,258739.1405710595,278108.26369286375,136494.3436711613,98727.33102492015,295399.92010204843,147104.4103269492,224616.138341342,218838.02950841247,144422.4114083295,368920.2680298066,132157.3967127799,416664.1557853147,209411.04503485616,193418.82233236652,121147.201866826,190696.79490125153,161895.80345115878,154901.4415119062,243906.70580136264,155972.48799099374,139960.75019554497,150596.83102453745,219264.6026862294,135343.7162220181,202867.19837469593,164192.1778347193,214016.25040950652,252300.8909749538,180277.60350649338,123883.90522343626,152201.03428128685,117823.60054574705,112840.43527311133,114776.68164103001,103428.51707568202,150667.57124803725,173735.4660951679,235278.39923453704,107583.4183564033,123500.25916572992,118688.38712320507,214847.36999709104,208366.9061323451,110103.38466372743,155801.68105104406,129038.53094112757,122764.41297261622,112613.29428395971
2012-08-01,218936.96473278562,287954.7581266468,133012.81209219995,258750.89640375864,277487.34471225465,136868.19546590958,99337.31802836935,296389.86878751713,149844.12440734095,224837.9636026396,220637.51834542258,144556.44868599751,372208.03898967436,134011.56661801183,418925.9144856553,209542.10083296007,194731.46815048656,121550.06722538843,191409.17102320582,163369.09462752868,155144.70491291766,244304.69663906257,155847.005153484,140027.67320951688,150629.98553390827,219802.52316712108,135545.99556833087,203647.8829351006,164226.06329193714,213936.9826698225,253471.31577123352,180082.316601138,124916.81046165297,152364.7149675564,118216.46697890312,112660.91020190813,115025.46996555127,103874.40926885624,151961.54594682515,175708.624699248,234700.5249843063,107537.42177798502,123831.49079121026,119200.74846186035,214787.4635081798,209217.79831185806,110323.39800316501,157329.21094308153,129570.10725006467,123205.28631117802,112602.84063944746
2012-09-01,219729.97569811484,291414.15203764784,133619.06236290475,258778.67487895966,277198.43436588655,137188.72546350627,100053.54659743032,297141.26489659847,152746.77634617884,225482.89499114928,222706.24569795458,144613.4793872542,376598.9295822542,135884.38498361016,421782.72309753083,209609.99084007248,196137.9522190595,121923.05152487445,191975.47980804954,164921.09055987457,155173.818890908,244982.72372366968,155723.08194402728,140158.91124078433,150677.4290991474,220354.61189902478,135770.6754647157,204554.08633328174,164299.17282053723,213706.50377238574,255136.8023872385,179950.54709573917,125875.08020510525,152548.07399647046,118584.90218163906,112478.77473434985,115284.66585129515,104433.03040999598,153387.8150156605,177748.98182736745,234020.63895613377,107390.57680679469,124175.53346508245,119461.42396351078,214489.86669328707,210144.5232605396,110507.03531716076,158503.47687836326,130128.44652275582,123624.56500719569,112664.0806371208
2012-10-01,220589.47209161147,295828.87309336447,134370.70896950204,258612.65979524903,276991.8922432542,137508.17863401494,100804.55299413014,297824.30702151865,155385.9022845919,226494.80889023773,224746.8575524874,144431.3697135219,381497.93596985424,137830.9233207413,424477.88783013745,209608.38091619944,197576.02902272294,122200.10866594045,192728.8955831656,166519.81311026006,155205.79324230354,245742.24417749987,155541.2551823915,140345.99875149052,150664.02013367874,220716.2124619149,135849.4285352604,205862.82046612655,164400.07157178546,213652.52977728224,256302.32325238094,179689.39320555414,126726.6214917822,152778.0269593813,118769.58077414572,112072.51840447565,115561.94556644342,104828.09298233058,154811.7727797144,180058.4117058639,233370.6851036365,107215.25995697535,124260.01993449032,119552.96969308716,213999.30765288565,210957.23079350672,110618.93978842285,159144.95542420715,130695.6544438263,123661.10657065647,112722.77276791977
2012-11-01,221418.13937742217,300662.96623005933,135435.11069546183,258597.05044827433,277266.3772811958,137876.87095375388,101531.23761637125,298780.19784355885,157774.66162838778,227984.60819534727,226654.53742682468,144111.56291027728,386476.010288147,140073.40199845514,427347.89527028037,209752.98901388285,199314.63796422156,122652.00574520107,193861.32853229507,167960.32627645272,155212.79351348558,246880.3700429522,155407.55629201088,140490.22794039667,150665.84939982658,220801.10267412037,135971.37065755716,207371.16793363317,164823.74802001496,214074.20496853077,257526.15611259078,179785.94579929276,127637.06119553863,152894.69743266463,118975.02788448222,112113.88420124992,115697.71056717112,105069.05611829496,156161.31517544616,182270.72825141402,233124.2692193359,107126.51055479197,124228.91023928393,119650.5452955711,214101.9295845423,211849.22364098715,110957.20499457874,159411.29436785786,131059.7709941338,123571.43647029276,112826.8647172143
2012-12-01,222020.0358307497,305808.07707390055,136853.70421605223,258570.61668933838,277591.913260011,138246.92403039822,102180.33013240552,300271.6413814619,159711.93506485235,229651.0596021031,228339.6954592384,143791.1942856103,391116.6856099306,142147.94901115497,429401.5407421086,209878.58183848052,201118.40142067484,123090.70438196,195146.57835246783,169271.1072499201,155232.59505180788,247851.28423822185,155318.99128428896,140578.06631113042,150601.64610483102,220842.24996332056,135862.14567497943,208943.91455134135,165362.80530082737,214285.86922164782,257846.70285918485,179738.25552365812,128258.15923717506,152963.7390852672,119187.19104858515,112480.4250107378,115755.01901570005,105272.45361845531,157371.87822994616,184511.23419498492,233193.7586546239,107201.3301599422,124162.59661317612,119787.23969154047,214412.32858835824,212413.97783386023,111417.59375229223,159699.14824111303,131265.5229126894,123867.8404517988,112891.26413296681
2013-01-01,222767.49296996687,310681.7929729447,138476.12689946723,258984.70470020195,278160.0197148261,138763.53607846188,102826.55508141978,302165.4024536605,161501.1460568983,231678.01076651938,230057.1266777957,143823.83657258798,395048.5519772097,144489.2369283566,431315.33531515213,210075.39470519908,203116.1209267173,123633.0629359327,196180.0607653385,170487.1225356869,155496.5478829357,249143.09955238012,155313.04974084467,140680.70869223974,150547.19380050243,221246.98173927175,135731.03618745416,210643.0094987713,165603.15824524962,214341.6050179421,257773.88107028732,179611.3319767057,128553.7453237129,153124.61247224046,119461.94178546662,112937.2471664603,115700.1643511053,105360.26329770894,158530.7776391475,186883.13934848877,233739.1947099782,107219.27367603495,124143.69696882227,119964.37412487615,214794.78758969333,213176.19022797458,111917.00359262498,160245.37443956168,131379.14407330818,124551.59981212358,113020.97770931968
2013-02-01,223684.9943002529,314994.8162063531,140132.42530055557,259673.39618924065,278713.710439837,139420.0379251969,103576.17270873347,304254.8069958385,163191.4215543609,233696.31839223302,231666.973900144,144361.21732709915,398578.6280054911,146871.80202723233,432883.7268113564,210683.0834220573,204880.16492039638,124341.45832916106,196790.58890523427,171690.84921842357,155458.34782850347,250459.99387681842,155334.487737954,140953.68983389635,150659.2861466606,222073.4114323389,135831.29560728982,212477.24380792366,165434.84048826768,214545.9686392846,257255.65020508508,179638.00414258114,128718.08851680724,153530.2382341069,119787.51142934528,112931.62176322534,115727.40029571083,105018.8261445117,159794.24123056585,188774.98064864555,234465.8991641403,107226.84833384142,124225.38502490886,120052.4808855079,214861.32441120475,213906.72192564036,112073.29875141576,160954.61317541043,131676.69705501615,125143.01872827874,113238.3503273105
2013-03-01,224638.82992207844,318699.7302125152,141822.63394758655,260484.4240397331,279146.671469865,140198.07331628053,104557.7522944394,305628.6156425339,165111.4975906165,235541.82472695725,232935.92920097258,145165.45950992868,400709.9650628448,149666.76087121383,434920.54482971464,211106.26890151555,206611.79212960755,125414.68748176047,197103.60014244402,172894.9927826606,155654.79142607257,251778.68851388025,155570.31850093874,141379.05817320212,150900.0706974703,223082.73178862096,136294.10675341962,214293.4143951595,165262.99235337798,215430.44869510047,256585.87036369392,179629.7203768431,128961.63820065821,154045.56336332546,120132.84132508212,112461.03191390792,115738.17331355003,104672.12492795366,161174.1834010683,190303.8824788645,235027.4800335434,107137.8853005236,124342.01708550758,120011.75069446735,215261.67738323007,214620.83151537817,112163.83879160283,161755.27281094427,132079.43564354454,125610.42388521123,113658.27045221656
2013-04-01,225414.57016410792,323061.0684871124,143563.47968307565,261250.2227445745,279646.2657622471,140936.7122324937,105730.54126594479,306882.65759225277,167437.37260007398,237241.98784242175,234060.7150680814,146270.8724508301,402812.96499493724,152967.23882918424,436526.64036636986,211771.9011745118,208464.73885710412,126762.78155589853,197783.63878268935,173988.74472036836,156123.02965921277,253093.54077626133,156011.51060098488,141888.98509631652,151261.78915411295,223971.26480255046,137012.24795374184,216036.24775820193,165330.3688082701,216722.18426462484,256679.43941233447,180272.16392754528,129439.76956782781,154601.98740487336,120426.22457471259,112026.63995439823,115863.66345787112,104188.08629464672,162711.42260343512,191166.01761624753,235467.04787315635,107129.62114408892,124636.94541621256,119996.88676418446,215902.61978136518,215209.73628634363,112278.11254376474,162490.1215373804,132561.49245476103,126089.26085242302,114248.0332709751
2013-05-01,226253.33410808956,329018.7191314892,145526.9934077051,262117.3767725275,280506.3647713735,141779.7465793695,107140.2124750262,308291.31531689985,170171.38322782272,239184.0012265391,235350.68922280963,147218.16489321328,405768.03322470427,157082.1622801925,438918.4060182062,212464.1343271404,210685.46362693098,128441.50793234164,198796.85140876248,175242.7973581664,157072.0069286529,254745.73843882987,156664.42062375578,142465.86390860612,151794.25554003692,224756.20266821116,137838.43199197992,218015.20241842637,165753.41574333576,218135.33756007312,257320.86189914643,181101.9785056302,130118.86119329365,155212.54476077695,120636.71045667723,111684.20551696855,116172.56780717032,103919.19784557156,164490.05095755422,192449.6062289885,235908.7947717798,107368.01093789002,125053.95663419228,120130.47686126934,216361.1931462727,215686.8608701656,112474.47275364005,163275.4409559511,132969.61696123736,126761.67364806977,115015.74208585436
2013-06-01,227374.29381325436,336228.00031040463,147451.07849322967,263322.10113751324,281528.2368393314,142785.70915881722,108650.55557044229,310403.58848241874,173041.28646304374,241304.59262380528,237080.62735995688,148380.0778207484,410306.4363492425,161959.65568005192,441809.5009477961,213525.59311272367,213056.2024302278,130152.7221670744,199946.7404987998,176636.36818743128,158233.29360982153,256510.2051748028,157215.23599824883,143070.6748496055,152456.24951590234,225487.62588302602,138508.32822810407,220287.30129647546,166165.33655713694,219530.50585592733,258652.1782341049,182350.93680638657,130709.83008617822,155864.99435937867,120787.74033763108,111704.485290292,116637.73588089405,103721.35254495853,166295.30496987325,193870.85509747572,236518.03463377096,107851.40691704735,125635.01400092426,120484.38913245709,217115.43865336556,216108.65824202498,112715.20114970511,163948.98776399242,133414.11065280435,127329.86293694784,115699.56195661573
2013-07-01,228449.17875675182,343449.73332581826,149299.34171580392,264522.5406503356,282680.791673785,143751.13162321693,110107.74788331204,312625.63456152705,175798.56409462544,243313.71523762296,239083.21427311504,149327.9870407388,415296.9433209664,166818.6997400817,445516.4885327784,214369.859676281,215291.5432184923,131816.99422439784,200825.75432439524,178191.03033981894,159005.65230920547,257977.94754605115,157377.6136711981,143589.81491448756,153134.06643464733,225974.80531806767,138962.23144267427,222534.93815629897,166234.00824888394,220719.4455861731,260020.33442887908,183267.28005070597,131108.12745890825,156423.70231614777,120810.79769487526,111659.06652204304,117175.15879076016,103406.22353013961,167974.41975947688,195300.41674744908,237169.43442620515,108334.24177920706,126272.86834359693,120799.39207015309,217747.84545182297,216095.08067211218,112883.40388869785,164492.63039993073,133881.52494506972,127775.11752633502,116237.25643264166
2013-08-01,229475.94616664934,350357.1499788131,151063.9629414011,265600.58883052133,284032.4710639765,144687.07349553242,111724.36050037098,314618.4429036733,178414.06394285182,245090.41182391378,241162.00847420134,150574.5477729826,420167.9853163863,171160.36098275674,449604.29669325874,215236.75314270388,217339.415685381,133375.4972484796,201716.82134400937,179934.90986073404,159910.79795414905,258969.7395609535,157434.26530304426,144123.93727032596,153779.95021850104,226444.29584795842,139330.63712623573,224736.367682682,166271.13205375744,221761.27443105026,261314.98185120593,183988.82571356674,131470.75470415427,157093.71519463102,120920.05738120912,112018.19687450155,117755.58903705108,103511.60852236285,169455.81724876387,196857.37938382136,237718.43268081397,108878.3279465094,127120.13243608933,121198.92765749812,218920.39749724497,216065.88194720037,113284.09669490847,165116.29274391235,134523.38583386873,128424.42377859684,116726.22604953007
2013-09-01,230313.78007244164,357126.34427724144,152778.8795625141,266380.03793191566,285614.8025688858,145417.5886888938,113156.08436053006,316418.59973516996,180800.16885998254,246829.5276259601,243164.07153996758,151708.60013302573,425829.9927655508,175055.27165187523,454589.3521602144,216157.14564393324,219169.65464235333,134713.94614813616,202667.1761209806,181613.02793013977,160643.6646707155,259892.3071167993,157363.139190589,144589.6798534,154300.04558080647,227013.86710758993,139661.86887733213,226814.4672989044,166165.6715780892,222692.2516436881,262807.06778691546,184534.1780927128,131772.67442085166,157699.76922533827,121085.74568399611,112101.76689220082,118224.06356827264,103856.3555853396,170831.65277222998,198365.82215452983,238168.2304344951,109170.62875912913,127855.32256385295,121502.9180732073,219882.70312167882,216240.24214601424,113542.64735278596,165683.43559362748,135065.1898405638,128860.9575535722,117123.44398211909
2013-10-01,231176.23390271774,363811.96693359705,154589.46828034567,267207.4012362677,287185.6975335905,146250.53800991125,114524.37569653655,318280.2902890647,182929.91221851215,248638.8082225411,245074.15365077506,153156.84660250114,432048.32396737236,178621.51050112458,459893.4753263448,217230.12462661244,220885.04897683315,136084.86508566796,203722.53131323468,183283.86697536896,161271.6681833578,260990.90935693518,157583.5836674934,145174.98503099402,154828.79176687382,227586.28765637902,140139.20008653283,228920.8903880997,166179.04881220945,223617.39443293822,263699.4799721111,184921.58059485615,132265.78774594772,158315.03588977855,121399.903814304,112475.13935141284,118620.1612379502,104612.2874528804,172205.296035251,200185.9325022288,238626.6162650529,109482.34023396824,128566.31357126957,121936.2966463939,221478.80316737748,216739.54776544997,114073.36886048033,166514.47576638774,135631.04121614006,129340.17730451957,117511.02954361182
2013-11-01,231748.34649678436,369419.900690242,156188.65088965697,267892.98652773286,288075.605732002,147013.512572096,115372.01849946672,320111.4308678451,184536.59554721197,250326.5855820794,246728.27412681127,154409.22500120895,437426.9994504181,181746.5240728845,464045.04452775855,217903.63641841873,222226.84480471935,137180.27472171202,204584.59432465959,184557.7277628721,161488.43610482107,262250.23076796276,157741.83206003942,145528.0030905554,155095.55005135058,227415.77572045845,140473.81128282356,230728.46993338157,166003.47441397907,224473.15949472378,264098.3735522754,185138.84495555403,132574.51381990736,158439.36586445404,121476.82650879813,112625.11734141898,118710.06836915885,104918.19183139916,173162.21446407808,201519.76454720218,239059.913861679,109533.47478231804,128816.528316814,122237.1728543566,223192.60634937743,216994.3933446717,114568.2963517621,167014.2247391682,135888.43995197114,129634.06767886742,117590.30111299672
2013-12-01,232182.7792890193,373937.1863236418,157820.25382349975,268356.040950615,288756.4390886692,147869.45639318216,116095.63949571228,322016.1491073727,185694.95567372502,252074.2567472606,248247.29621728844,155591.76277738856,441262.8234382242,183916.51180343467,467101.08017020585,218396.71333180703,223176.73126663387,138378.20664735834,205493.59761467754,185743.94160860256,161183.62979047265,263627.1519125914,157956.8903077135,145894.31365893912,155333.6481522396,226941.5497181228,140941.23107973946,232519.51038360145,165927.34737839815,225007.03452199444,263551.9716055414,185136.0313712963,132973.6457203957,158638.72215369748,121353.08608416877,112866.12977885106,118765.96295278601,104763.6780298433,173890.42690889016,202551.4603036139,239519.9814983675,109665.06209311762,128850.78474203154,122444.90621465252,224545.47053467456,217036.02566569066,115079.74818885261,167260.4932678221,136207.30477136516,129909.43097957608,117667.25003063183
2014-01-01,232536.2332677761,377206.7024839606,159373.26332391446,268753.9206803899,289694.8942302675,148874.72086012256,116822.20785913621,323828.1878045407,186876.77646016516,253818.31910253433,249519.74474758058,156452.3889596909,443710.8503477708,185389.8966027686,469470.0785358025,218839.37478076838,223943.44834285695,139464.01111501307,206440.3229633344,186783.41563397236,160782.48921279667,264969.8146257591,158098.8468911046,146232.69100436525,155574.5124549839,226578.3377485715,141356.6817948301,234190.37057940383,166250.81713851116,225421.05013006987,262731.94710610964,185135.12354169332,133320.52507381164,158890.79497008232,121349.82554207915,113096.95383968628,118823.98099873867,104237.39245389437,174404.18332625733,203165.87046785257,239889.760321103,109755.06419224346,128764.42033506167,122460.79825276752,225504.12503345066,216982.61150278032,115355.84572024074,167362.16227540278,136363.6424131297,130165.39291566004,117635.34695428055
