,Virginia,California,Florida,New York,New Jersey,Texas,Michigan,Massachusetts,Arizona,Washington,Colorado,Illinois,the District of Columbia,Nevada,Hawaii,New Hampshire,Utah,Georgia,Montana,Minnesota,Louisiana,Maryland,Pennsylvania,South Carolina,North Carolina,Vermont,Tennessee,Oregon,New Mexico,Rhode Island,Alaska,Maine,Alabama,Wisconsin,Arkansas,Mississippi,Indiana,West Virginia,Idaho,North Dakota,Connecticut,Kentucky,Missouri,Kansas,Delaware,Wyoming,Oklahoma,South Dakota,Nebraska,Iowa,Ohio
2006-12-01,268730.8016807772,488753.96104590874,257630.80421496448,288152.61677310365,373169.6175749325,142262.87551454143,150520.81388805108,362331.6496198634,278244.2207869708,319816.34431492834,241033.52675954564,212535.9228596081,394206.7352596097,335126.54810332245,482540.26706555835,262758.3209251054,223083.97293970827,168481.66220933883,193819.82795128247,218568.0113996533,155314.60974208175,346822.523834023,168674.78374967948,162810.0081406876,167055.9556686158,217678.5059178347,147730.95444296492,273870.7430863091,188550.1300135908,300327.6326147207,238478.61690845096,210549.63584828516,136185.06566733625,182559.41995056218,124038.35181389358,121545.19942796283,121701.28785847577,105396.59103289327,199256.15605707126,,314055.3317846974,111091.24927069938,143595.1495095007,119550.19829005327,278821.4451100242,199616.16444363026,109083.63671202316,144259.64335088027,135585.05795419644,123183.61096465819,134495.29027544035
2007-01-01,268472.99941077945,487833.9288408376,256649.33065158245,288432.65040275786,371919.812182951,142632.36369861857,149890.8942881295,360815.4801214521,276333.16435545025,320735.52852688916,240988.07185557773,213052.72670410833,393606.306914316,333751.37870303006,482939.6769439706,261818.0191598964,225775.2314405622,168827.731018046,194818.9315811585,218563.76114988266,155892.90091131607,346621.3769158724,169002.25684769134,163242.32137720098,167682.54379227993,218809.991390168,148113.50941273777,274841.61285604216,189457.6077119705,298735.653785042,239702.09106752728,210759.1118713085,136386.4976616927,182825.298892629,124277.83333757997,122063.5959375289,121807.80847862638,105415.35102460672,200563.4197826077,,313865.7264972978,111258.76483859787,143815.85736623316,119827.99897152459,278195.37816560495,200754.255690199,109370.74240184018,144951.6094290747,135752.55295632544,123451.78382832243,134346.29437826897
2007-02-01,268370.18618193915,486754.6494052761,255588.41836965745,288660.8930283975,371008.82858023065,142777.80149408538,149258.50838253053,359755.4168341513,274982.69579345133,321903.7222973251,240871.25838638656,213571.0729580579,394532.86491853325,332815.0249073563,482977.4294722034,260801.39156965542,228407.04448027664,169207.2251001697,195500.86916642342,218648.74537893423,156455.80839655257,346342.9228682945,169393.63498901293,163650.88004669655,168278.85074335567,219833.8443550381,148506.32037634417,275728.41499815095,190174.24404528496,297588.8226688685,240541.73713726233,210773.06239656106,136839.37548322976,183063.06352772223,124504.4114416425,122415.4908187468,121886.85730117986,105561.98144661728,200914.740140436,,313889.1673144198,111416.94164207378,143990.9128792571,120074.21214915531,277880.16719402507,201631.55419276402,109582.84729299863,145454.069587032,135862.3825724429,123714.25857889235,134251.10154939085
2007-03-01,268303.576403301,485210.5899805944,254369.3982150457,288963.47178589855,370765.88079466746,142759.60608971913,148589.43286919,359118.18508811225,274266.1232280498,323686.8274684532,240805.55680448978,213985.18267055883,395773.6531784663,331658.14167558885,483441.3561816938,260251.88836277975,231087.89564305052,169571.21792831534,196009.12032834903,218554.8518844995,157087.6727896647,346387.2159962123,169884.7286644816,164032.23147856328,168947.01732913184,220459.65925502652,148971.34325912283,276788.7744580653,190679.71778713737,296681.93575401796,240898.38526039946,210578.87565139166,137392.37052545263,183338.26695755424,124678.43594822216,122646.99824425357,121881.02079908222,105800.91201213287,200921.47677795714,,313941.2613864798,111528.06637655472,144143.25312569842,120348.75979564451,277793.18426804576,202574.40501167616,109750.89289989545,145708.40792481645,136035.08834242096,123960.00823168717,134120.0524496366
2007-04-01,268458.8705204478,483231.1741333671,252961.71140132597,289087.20098116907,370916.96905457944,142980.76345565674,147926.14731080006,358460.47679889627,274007.0303340555,325944.5321131211,240943.3840150561,214178.32892487795,396809.0791226507,329976.565711304,483900.3595300541,259629.04817015538,233613.42357464062,169954.41279236984,196755.476440921,218261.28976435342,157738.58015151884,346521.2949533406,170338.0159012228,164293.54691903363,169636.10953353564,220806.64386862822,149520.34682295882,278269.8730808955,191457.9193892328,295805.9324230457,241379.80809943602,210261.69589069986,138102.27658584528,183507.559871602,124877.44908035394,122858.583174596,121953.99308693426,106083.71339084551,201157.46954285578,,313744.77487937995,111544.0207045036,144243.66322391073,120723.45591160147,278337.8132128124,203673.95339649977,109928.99196071607,145787.89860716075,136157.68776603873,124220.33171527744,133973.19452533821
2007-05-01,268272.62318650767,480143.68465601135,251128.71591418845,289324.34848562925,370853.565784181,143385.2352585159,147132.97550761572,357706.43635216955,273678.7652985768,327954.3146007603,241353.63262923236,214199.46104820867,397291.76708939,327897.92495747557,484098.2429194474,259170.72622682838,236092.63818962305,170281.94276456407,197445.26867474755,217759.46637716377,158177.27189546803,346583.6961708078,170773.8433016207,164546.72507215544,170381.07917893506,221064.94439649614,150065.69396946995,279798.56882690033,192235.63746746944,295016.3277500186,242176.30389530133,209857.12567467123,138531.96624784646,183588.72932355656,124977.54590427438,123251.35379666567,121932.28778445504,106327.64351542921,201733.64259004837,,313384.5379048769,111541.10701508731,144291.89756198818,121176.49795416498,279125.0957165168,204985.41347755716,110165.54687117193,145927.75276406386,136231.55621243594,124357.241511153,133801.57499260886
2007-06-01,267670.03386620496,476588.0099648859,248837.80008461932,289360.6056862293,370077.85682618566,143911.13767939046,146390.10692003206,356649.01336404704,272754.6370531513,329247.72403133946,241778.62406157504,214075.34056455074,397393.63474745647,325047.39835800667,484068.45156930253,258438.64352997407,238809.21126619013,170503.45890591035,198105.44895234375,217107.14316903675,158535.84220144548,346372.65512165875,171105.45865815788,164717.01618839265,171101.8989772914,221446.09022915494,150555.75028374465,280853.82188013825,193384.54486982722,293344.1685780315,243002.27154843428,209173.70904748733,138814.6150134419,183585.31079713142,125071.04028301477,123591.15259084008,121897.67329800315,106529.77709835414,202219.57157919605,,312689.4289068722,111559.86226771276,144286.6809372865,121572.08269339835,280125.95520718204,206445.0931923557,110474.96608373545,146323.45736902682,135968.93885134903,124403.99613806857,133645.6878516204
2007-07-01,266534.6997758296,472037.37745363725,246078.020309952,289418.46599946753,368632.55481687543,144380.45198235696,145497.25929176097,355213.38073567115,271201.55619888165,329847.30362727196,242092.1137613483,213793.45776778983,397401.03350372944,321662.64298994053,483207.18251565116,257788.51455767875,241549.55266858413,170608.1133097302,198533.3011656734,216207.45782847272,158813.3441057294,345903.5922602682,171463.0850621571,164884.17752063202,171722.99407043424,221665.3252643681,150959.03636346955,281407.0738691608,194286.67841383908,292002.2499933007,243852.4681219241,208100.21937450106,138909.43464413585,183389.96536181038,125136.93345842516,123766.30272696371,121773.32163795557,106682.90336438581,202676.24868769458,,311812.9551040014,111634.9310796219,144258.1965240701,121896.52330937807,280679.0532674843,207539.1407116075,110845.27160543296,146682.2379398947,135827.63630898492,124400.632986239,133437.3828434959
2007-08-01,265272.2615019497,467292.1119837078,243027.86296649344,289498.47435181914,366881.0458423199,144879.26228336338,144717.06218451587,353725.24924971024,269070.13487191894,330311.6323702976,242239.89344194953,213435.42947540994,397311.81124962453,318027.58133773686,482568.3046921788,257245.75654211736,244246.33789573217,170646.55530631178,199103.9697596903,215375.49119255264,159207.6533831648,345329.77837447973,171719.75217554654,165022.92803258586,172282.94985561748,221657.21173400126,151271.68392579528,281513.5605945667,195064.1889949936,290493.4465998073,244660.79040004592,207779.68585266278,139036.8640391086,183260.06628351923,125304.62836622476,123915.61137704084,121734.27964067551,106843.17496900633,203070.30672875515,,311019.05476212595,111724.82454757055,144195.40751493807,122244.69732262993,280906.5028765675,208326.87869904647,111195.89707293971,147136.63309098303,135738.55322444762,124490.41997697613,133191.34360320715
2007-09-01,264117.56424954784,461959.1488734504,239905.15675201212,289504.60224818025,365165.8745734577,145370.8215740571,143735.30811799734,352263.69344240404,266403.8278573834,330520.8790228281,242050.47051509973,212866.2396671429,397320.55951877125,313968.14668547595,481565.85648150323,256692.56842621774,246283.61456913946,170534.00623344196,199679.859057016,214550.07074527073,159558.43972882445,344501.3637622555,171848.86275360337,165110.22005907854,172723.3925858028,221804.48551564707,151418.4316068417,281471.8019077093,195314.21801461422,289394.1744106322,245634.74907749402,207914.0999611188,139138.80392913058,183163.9599346252,125423.26454411315,124109.57322323993,121685.87188028649,106947.24698110427,203379.56547315305,,310472.3610717286,111808.64918783173,144071.36581924764,122510.83559631319,280680.0564006599,208857.717276792,111473.02332855872,147503.20454150546,135779.4645340099,124605.30903570337,133001.19024690115
2007-10-01,263117.8315051372,456362.6583809226,236711.35152021368,289714.68408800085,363601.04776213714,145823.47359990526,142748.28741071158,350616.6259493926,263715.05530282116,329989.67901966424,241597.56094358294,212232.43362732316,397793.41231187846,310031.9990682826,481186.5373844558,256054.61518627405,247850.11049784828,170313.79151611985,200314.82383064515,213816.54677008395,159815.84863795238,342984.52732245,171933.4673126916,165045.31146867224,173069.72420121208,222229.2601588442,151445.67519919795,281143.35193976486,195390.30913389623,288175.5088796806,246629.24912906086,208513.36467803016,139229.2236161913,183194.79498966897,125525.66107292387,124360.20050737186,121757.48642710119,107044.69559387508,203577.65684889661,,309930.5393635815,111924.40657303557,143882.27425308048,122733.4993913558,280577.8051974837,209458.36614828356,111657.53924458862,147932.2954210261,135477.1733071094,124736.96726961278,132780.12526271667
2007-11-01,262129.4615804948,450736.97268123645,233371.86329533276,289926.25283947797,362027.62223027035,146200.64716778,141646.08648829037,348921.09767604346,260195.61487222812,328705.65039607795,240848.21947948806,211572.4594710959,398081.9893884166,304481.52994052,480747.955374365,255076.90185465416,249169.65585833197,169906.5058385165,201018.89204776075,212817.41893703988,160021.33549521692,340451.6556602076,172041.59021865763,164908.85399698713,173326.2465895133,222866.3787256421,151279.1241089206,280431.79523604835,195380.20056455207,287389.7424304875,247474.55035699345,208508.33720415624,139216.37534697683,183157.29912618166,125520.58368975569,124492.26951207046,121978.22686299775,107084.90951782437,203753.44875423133,,308980.6553242226,111970.54734118038,143565.63266910124,122757.16375057261,280065.00448953407,209989.25269970484,111827.93407050904,148417.1753112471,135139.14741201352,124858.6020171222,132417.96915280668
2007-12-01,260826.0452010976,444706.35304105375,229985.0635544158,290041.1536774165,360428.99100456573,146548.56227106127,140670.10019275208,347220.82835763687,256691.42687724446,327157.2322235858,239970.629327924,210789.47017522925,397839.6427127538,298459.31426277943,480464.58337343,253858.54759793973,250459.46035348473,169486.74774374955,201808.30873950743,211552.09824425596,160109.71627409695,337536.7044913655,172126.65642109394,164748.88395875486,173492.0001668853,223498.96160245675,151012.4741504957,279469.1374386601,195465.99055105762,286642.0799413139,248210.79351336334,208611.74767834382,139119.24149422298,183096.11824112464,125516.26376241942,124416.20379588495,122323.65268174355,107173.99644641613,204128.65182348984,,307791.60394203017,111974.77523223481,143216.7459714597,122715.81893624249,278983.0191326619,210400.84090798927,111965.03643133807,148999.78310723774,134789.16717967959,125044.78697735262,131960.32562103256
2008-01-01,259316.817588494,438701.24274254916,226305.55453487532,290112.2097642805,359026.74834174867,146407.93728599406,139673.38233049394,345452.28641264443,252939.71775133698,325620.36070862686,238942.38465949602,209935.01049172258,397219.5398043695,290925.5613387975,479823.2659160197,252472.333011343,251313.68115727056,168855.11765803173,202538.50917594266,210090.60316740698,160208.77937630253,335013.41725422634,172082.30300016562,164699.20409807932,173602.84610190103,224588.20400923808,150569.0859368778,278054.9388587103,195433.8538743685,285564.9312059295,248796.399631278,208704.05998703712,138908.32216208027,182977.96944092258,125473.04378753364,124380.2713830477,122555.90914208481,107308.90944381974,204529.10014020375,,305753.3167403553,111921.84133473718,142902.75368607356,122626.4153913465,277213.5681151217,210667.9747630573,112015.27880146877,149674.51211743185,134422.7911643162,125285.45574311206,131468.69660266806
2008-02-01,257625.30109107777,431613.3471289677,222673.98860782967,289970.24168440484,357906.86177269253,146001.3008102616,138522.75869235178,343446.45692907006,248431.16855912856,324230.3379161553,238007.73285113546,208253.5195874941,396353.91008438315,282716.6702239783,478871.8897267347,251330.59083962612,251450.5449679459,168144.97480070093,203014.81966328513,208404.53172685998,160162.4236613431,332989.9433349028,172051.15714840638,164589.63905598802,173669.23200540702,224998.99773587138,150143.18589817197,276970.98430585227,195283.6999004009,283763.1748889803,248859.05410991888,208816.43251816605,138693.42660472967,182649.1652219213,125485.61043418833,124251.83821586915,122623.60895905843,107516.18571876838,205279.58981017055,,303556.22116918315,111895.05146865871,142756.1119107219,122566.53302789592,275564.54850327247,210908.4320058143,112079.9778596732,150232.10725960924,133900.31658444615,125399.3413370112,130994.99188887124
2008-03-01,255635.29141676542,423146.4174189042,218795.5071004388,289808.3481137598,356491.60027403483,145402.56906230107,137130.5312076545,341249.1033592432,243481.693983,322833.97283905855,237111.1732987766,207465.30749043284,395236.46444153646,274277.408713615,478693.15086119337,250079.55847362362,250715.05662723028,167283.46288690387,202786.88971645347,206769.38767322918,160080.9206525459,330960.0511236631,171983.5433588908,164328.20960471488,173750.6825179734,225133.10824803196,149783.87991215076,275641.57572016673,194960.42797431815,281842.34197665006,248890.44473179636,208757.2314566219,138445.79480293585,182052.74252947615,125518.92388020143,124166.7593430787,122582.42967795128,107689.59550096699,205520.5894256525,,300991.5224657999,111871.61300175443,142651.70353475463,122620.20624416257,274760.9457885578,211117.54188501867,111974.10123381038,150580.29754416706,133464.06849155456,125337.82280114433,130607.87858827838
2008-04-01,253370.03622298423,413221.43930715317,215018.81584374164,289439.79441720917,354330.7277445447,145088.3733451866,135510.383185224,339184.91836563003,237719.49317484326,320931.866183301,236321.946903209,205995.32420877204,393628.0346616968,267021.0899358256,478863.8059755001,249063.00431370898,249341.14176217662,166542.52943912311,202388.0061265539,205179.83843908805,159961.26586909447,328499.15941374266,171936.50395909554,163998.71041545252,173793.80815827634,224477.88170255345,149586.02419805623,274286.58473135106,194475.79213196415,279782.39738668763,248652.1383011973,208137.19984452266,138259.96042786774,181304.11604028745,125574.76107090474,123842.24245051215,122487.6054360092,107842.42220769332,205380.98319795393,,299009.47136739426,111726.73743388442,142397.3310401264,122717.36967919301,274385.6699467805,211151.87182783932,111986.31172692997,150663.63085438855,133201.1926175522,125149.43973329263,130272.58828569134
2008-05-01,250957.11123183195,402656.91521276144,210961.33239399895,288823.54071244533,351390.8787041637,144863.2203747064,133928.09118070165,337405.7186600216,233207.42702885866,318428.5862558835,235439.90237352622,205478.17982818212,391968.7620357522,261064.4371740994,480233.59554800723,247211.97007097644,247575.91961709558,165832.65553272085,202166.91811281853,203766.3379432756,159918.66569208066,325269.2475193645,171728.53516923726,163688.3147437862,173744.78001152992,223913.41551882713,149447.63811592732,272384.7694770449,193868.92098540437,277364.51797915885,248688.2470489703,207081.80409309993,138140.48003022152,180607.4564454391,125525.87472406466,123273.46700676635,122348.20831550217,107980.58478582757,204167.0522070719,,297442.28897963394,111542.43187903265,142045.3435806831,122919.49015941785,273756.60020127497,211010.96393839488,112028.41934724362,150657.64501728446,133046.61752341062,125011.39780628064,130001.02371666429
2008-06-01,248858.7909683656,392397.5289392836,207015.44169832693,287982.37830881367,348368.1260764466,144661.30309127923,132384.54061789715,335824.8164112905,228801.2945220957,315527.74360548105,234572.04042603483,203776.25645688316,390358.64366554056,254648.30024189572,480697.77797569457,245129.55083890966,245527.06200294127,165086.9701960353,202424.87693167312,202477.69156731336,159914.51332476843,321499.0305371425,171396.6645972517,163410.52891622137,173511.0492765026,223290.7512909988,149260.7795842853,270307.99543025397,193069.13062755644,274772.30862823495,248595.93552067096,205484.63378195392,138124.25384836923,180101.38439227385,125359.03402064314,122639.16498528542,122214.63419369266,108178.58465668267,202776.67330124983,,296147.68421289447,111350.39425773709,141600.39731979172,123104.98671923914,272187.81674517127,210686.65627689208,112251.88101488962,150731.21425792424,132892.42891936348,124885.43344035622,129692.2665437562
2008-07-01,246717.5957642512,382006.8995834489,202980.95603836494,286867.6408267557,345471.848590609,144494.35589932196,130825.925546948,334049.1037009936,224213.26341940244,312700.75926450366,233548.48222665093,202671.51041376547,387935.01521699975,247761.55572769232,477833.59178330004,242900.7570608283,243399.63718205295,164195.88167988762,202710.34102186898,201082.36079584318,159915.29452734243,317146.4922517274,170806.41049160442,162905.1903358007,173116.9845462205,222535.1181545886,148937.6911387756,268176.9235254889,192131.2626945783,271768.36363161827,248571.84062656536,204037.59072655393,138070.89769830825,179608.87337363136,125151.76928910271,121969.53747695529,122015.38651001516,108418.58294664398,201349.26106637402,,294613.2578556543,111278.49953415927,141133.82480982176,123181.6292871919,270201.0365298952,210430.50537580435,112356.48489514942,150833.68659806825,132716.9304914409,124766.68727633923,129392.2061400601
2008-08-01,244351.08856988698,372003.7140476293,198786.383578688,285661.9436049301,342695.048514205,144138.5322007353,128981.08970383766,332008.5415312227,218461.22187838852,309630.9432472608,232571.8406482352,200601.5059567672,384709.98468742426,240544.14565902154,472566.16633398813,240912.2659980839,241085.62114372602,163166.5422422546,202622.51301877733,199345.7390007507,159970.48110872725,312828.64644055965,170038.1051840393,162240.30833064296,172656.49378078338,222093.76538139256,148471.2695209285,265871.7550187218,191095.579853076,268559.0730116122,248763.93020683053,202627.62332056637,137828.73382325427,179052.5039121001,124864.41966396921,121441.0166139995,121698.94538064911,108609.01285779376,199936.67097815298,,292535.8048636139,111275.20278920197,140622.98209620724,123255.55056637106,267958.2494014038,210200.96925947117,112367.22888090745,151018.9897908415,132487.68077085473,124668.7547236274,129032.6365261122
2008-09-01,241904.96636022485,362761.9889158273,194520.57608826063,284314.3778971717,339855.63740935695,143623.6929555843,127184.14529899677,329452.3915565258,212675.8042410166,306492.9774080163,231751.5023929512,198841.33258575338,381842.1972431979,233264.28542782497,466380.11020609277,239045.838960391,239080.08500827046,162070.30733351075,202437.87042910128,197364.61086322088,159995.11077117102,308447.61728961207,169227.51091965628,161513.37730468938,172166.87207110733,221643.14925185477,147920.96888561288,263479.2464783293,190132.46533042425,265189.8034723525,248858.5659935599,201568.17740129682,137533.64863735542,178348.1491390655,124583.52038063448,120928.1516789705,121280.74100052736,108069.56559657065,198418.13552047787,,289971.9397647152,111303.43233342706,140134.89431981265,123209.94821796058,265980.36092779576,209936.13250632992,112363.80502451793,151197.41696797256,132112.1879098456,124623.19048129763,128604.33847277245
2008-10-01,239836.00399100283,354770.2211539808,190205.813292313,282694.9247041726,336850.2748629157,143011.296169012,125629.33037816417,326686.99407287757,207601.91922550753,303524.6117175736,231103.04593819182,196452.7211380722,380239.9196976395,226353.70052421873,462433.9176110039,236982.9804433902,237210.48607670344,160850.59466470123,202201.82150923726,195290.70031190137,159960.70698888355,304316.4258171267,168523.85670118764,160847.5342891858,171667.73152412268,221175.1044833256,147404.98609216468,261047.8815666797,189021.54539431198,261772.15248267306,249086.98614767412,200635.9899830965,137116.10556418725,177370.87486799038,124247.26684741657,120529.96550545144,120936.97051970266,,196753.0384064467,,287281.43459082604,111319.46377072699,139693.89547308095,123172.61103006561,263813.6396874717,209569.48572958927,112436.71919848875,151428.21040581344,131614.1605123,124532.9288324571,128045.28607060168
2008-11-01,238122.72466125755,347022.4074043506,185963.3219145052,280922.0365487807,333658.36587939254,142410.4947722143,124223.87649863832,323890.66878780053,201891.18981431946,300667.84157111874,230373.42510405564,194215.00424723755,378911.2035764838,218884.13348243685,459065.6073424206,235374.40137105426,235510.20455931337,159329.88478057447,202180.79860035356,193387.25018237508,159677.77862894116,300854.0383167244,167861.50412334575,159981.02506689556,171041.09056933128,220672.8854860287,146863.62961834177,258696.33687037043,187923.34353451757,258446.41384667938,249154.19579421438,199919.22913311174,136758.34939415034,176192.51831612317,123936.41114627787,120263.42173918628,120618.38744917396,106233.481429374,195000.86032504585,,284738.10751354747,111260.41196394822,139130.55303432373,122890.35184464772,261996.40689866114,209291.6189978789,112406.4973120861,151689.47371006515,131038.89669610023,124434.07377583264,127483.41548379797
2008-12-01,236576.70594964223,339588.60018671147,181907.0655758249,279222.04590730486,330735.51197749673,141854.93183032417,122567.25985967332,321380.5632603546,195978.3993993653,297695.82987233903,229559.4654349401,191586.99129379925,377135.844074965,212330.00619720717,455971.67161263275,233711.68837977326,233633.1996442588,157495.8674491736,202112.34543083413,191668.8853347645,159359.03775115954,297655.98997906677,167147.5671114207,159089.5597939006,170291.00298344635,220224.92431004051,146304.50474668105,256225.41570930704,187006.33482055657,254928.74357588883,249121.2455465089,198911.84312878014,136235.2383448417,175019.61346927818,123579.6832038898,120082.41352838732,120227.88861091802,105847.85049696478,193148.40252308245,,282609.71258422517,111156.78760320226,138521.6278783464,122589.68491300353,260210.36531479715,209149.3941747374,112289.91704817275,151907.09321976802,130443.47402129693,124320.89985042176,126815.44100239432
2009-01-01,234896.79433165645,332639.6399843695,178092.00558199504,277649.59221502993,328496.32542226155,141349.4677143971,120509.91417710134,319207.1902704544,190486.5729254673,295017.0889347077,228777.37745451636,188753.47692031538,376469.7932129417,205714.6422433624,453252.25967676286,232662.29776991947,231321.81940266522,155629.62969953282,201988.37515848083,190047.5756866657,159050.06497700376,294536.71037133806,166419.40434845042,158065.21917666576,169465.51892883072,220010.46635390967,145788.98238241512,254075.07184223508,186363.14302327033,251425.36991454675,248925.0963961984,197716.3058168609,135796.15397877272,173495.72990493962,123192.46811340011,119800.48734692104,119865.363408597,105922.69121533785,191131.48518391172,165001.01672322146,280736.4915500532,111073.17803576645,137924.14832869652,122168.74960781587,258753.2432049387,209134.4211973152,112124.9026296778,152185.19566986174,129916.73295326224,124160.5544743472,126044.95054008257
2009-02-01,233273.81147638292,327579.15577907866,174702.05242677394,276296.4318673488,326672.2892243189,141084.01743063863,118379.48736050521,317130.58174153947,186975.23577856747,292262.5740780202,228305.05223818155,186495.61008463902,376577.86918776855,200479.49429480487,449702.62228869327,231600.29395876543,229021.6810665625,153956.33690318544,201592.40698407716,188519.9971961144,158954.10149956658,291159.0305200853,165940.95925567034,157136.19332642097,168844.98713845367,219912.9295591444,145392.40531329904,251747.7524567227,185695.15840255682,248174.85445056236,249103.81692283438,196616.2833882964,135295.0043424445,172413.52505659274,122737.28273359481,119484.73259606778,119547.19546663841,106082.00019428648,188936.65042366716,165011.09323636213,279546.29006698076,111041.8990123011,137484.94548804,121932.3096346361,257373.77198872282,209023.17267209358,111875.89700118767,152229.10280861158,129606.79486817383,123946.36823383397,125201.02567929233
2009-03-01,231683.6604112604,323387.83449212596,171515.15208737057,275096.94357653375,324911.8710843592,140975.096356604,116314.38014445464,315007.91156378697,183826.99163718606,289377.48313178495,227984.9007099597,184294.38607167357,376459.8882151922,195347.21535292652,446301.5128929328,230681.66013041022,226707.7617771395,152451.61089854443,201227.47332531796,186756.28357280444,158926.1338958093,287659.63509061135,165704.58473510062,156370.19341677506,168353.74113360964,219769.54386721528,145009.8365300137,249418.77078489502,184494.05995469316,245006.9738476367,249441.8741550973,195485.34855316416,134805.53274723035,171505.21179706507,122254.1411510182,119220.42140365334,119365.61977512564,106267.67617841001,186674.9377038159,164967.31030686828,278132.85079830146,110991.95150367347,137151.88544198513,121834.9435901497,255879.46350736843,208622.85423829695,111693.51354502671,152147.94828107022,129791.7124926299,123758.66362939072,124437.77861417517
2009-04-01,230264.1244589138,319449.41355535254,168341.95344287995,274075.4512133485,322656.0262796339,140958.29022679338,114539.98689044082,313158.21507177415,180643.14076045962,285632.5137252498,227740.91930970605,182902.51842944106,374550.44162705337,190253.62345615248,442654.3780526051,229079.02054313163,224893.36908112396,150852.22393301595,200797.638313172,185125.50028223754,159092.0913171039,284103.79621423763,165562.21992121913,155649.982229527,167850.14713440774,219497.49352243743,144499.26849954197,246770.03224285584,183378.69625810743,242563.73595454195,249658.48417212488,194488.9652318654,134189.32459068755,171272.71629389812,121768.24790392969,119041.02408516053,119216.59885678033,106181.83202982898,184382.51462003906,164749.85646812757,276772.45526346075,110900.96641597299,136823.91064359355,122001.94493808593,254453.60834976018,208007.05406707968,111556.42714744162,151809.69039149897,130066.84992454253,123648.74847054637,123900.10225892074
2009-05-01,229056.6401623293,315632.9532390347,165272.13402755558,273136.5673822856,320250.02694502805,140958.10126350733,112982.64256595146,311905.2159503647,177065.41463128696,282103.29359542805,227436.83494567324,181252.89811445982,371643.45760089875,184334.08072979117,438869.0786576068,227372.10331340518,223026.73322138042,149183.59146614818,200378.589991719,183833.41265370313,159165.68364083106,280770.19840889453,165314.5909020365,154825.706908615,167189.08503981723,219285.32554526525,143829.50421307716,244265.58150498543,182325.54617900294,240426.2644741137,249321.0989449727,192705.74138537535,133582.07301301707,170855.16249422042,121378.23515852478,118829.94740161853,119088.4534110959,105981.63383987901,182200.29243193482,164392.42310850145,274702.0578997281,110734.32614777361,136407.45177870896,122204.47638386289,252768.04698185666,207565.75486814886,111603.4861019231,151432.57625511268,130463.85614522341,123583.88381278301,123520.68979174136
2009-06-01,227950.38062944668,312297.62590653845,162351.9498393779,272116.9655997788,317821.06263386697,140933.5849315994,111557.5237602103,311098.16627312824,174026.19145704716,278992.23331776547,227087.51569881683,179936.51331493855,369484.3480925716,178148.88565200174,434274.2531625821,225974.2378616955,221189.6909595074,147585.13203048697,199722.13456836285,182988.41635380872,159223.232539018,278235.1047233757,164974.90887233324,153814.86457432146,166441.20113567484,218938.9366427673,143132.36667241153,241740.86047380418,182160.94335743212,238701.56397300924,248889.8784635925,191081.87866722664,132946.83239636867,170399.47548053582,121097.0281306111,118542.72815447852,118972.84879438188,105747.89988256263,180279.80121350914,163978.68353191033,272601.00848137797,110554.45598823641,135841.73740135867,122433.89153819873,251242.22487378717,207282.37196710941,111731.28382792196,151041.01881789602,130651.5967489039,123479.54591675913,123187.5451554464
2009-07-01,226969.49400712035,309824.15297467285,159853.33804972796,271060.230109815,315599.2626771823,140944.65089999864,110360.08921608084,310515.1896319065,171472.9671035152,276724.48231476976,226573.91411603102,178644.54264506602,367128.74491175317,172081.00978532847,429783.2443214645,224885.10772507158,219408.86312603112,146234.37147385848,198935.04354341226,182388.14806810502,159126.50281690725,275965.78780944715,164603.35155406783,152877.466480475,165699.96677527277,218293.91638967613,142469.70165267392,239241.2341692989,181775.45157856215,237013.57137412636,248422.31577778686,189421.11288125496,132339.47445508698,169774.72602069538,120823.77366112213,118280.35609796636,118747.31498331146,105478.32537581485,178448.20543978608,163693.51871133051,270386.13184541627,110346.67489334235,135196.8936361475,122580.89795883298,249926.02093864826,207024.1614082614,111873.53733951088,150588.641355129,130788.50201008836,123395.60288031546,122789.58440187461
2009-08-01,225953.5416667456,307756.8583614408,157551.28466636225,269919.5371339096,313681.0368867686,140826.66116221482,109210.3330606412,309973.4454906147,169145.4883731971,274742.39969700034,226071.98550892415,177473.89973615223,365102.767142812,167227.03473212328,426329.06490070606,223918.18009139717,217706.98151873387,145082.3112305988,198012.0217163492,181894.88392440995,158916.98189532937,274010.3664337053,164166.37489533468,152129.27361271324,164861.28315169344,217300.07234119333,141935.3332870799,237148.6364841474,181500.1661590763,235662.28936322068,248008.80088253517,188572.05160996466,131709.86535572866,169268.40850567308,120484.10295131506,117946.11394940956,118472.91109592207,105265.47170372003,176623.1639523888,163880.5178968789,268776.2232224531,110152.68672692888,134624.4930654375,122667.93398782883,249064.03420493283,206458.10999199268,112015.32521374621,150158.42543366028,130863.8808034126,123290.77926822151,122358.6492059451
